Unnamed: 0,DESKTOP-SEB3ML8/USER,DESKTOP-SEB3ML8,24.11.2024 17:54,file:///C:/Users/USER/AppData/Roaming/LibreOffice/4;,file,path,msg_id,msg,alerts,chosen,In which repository the modification was done?,In which pull request the modification was done?,Do you consider the removed alert harmful?,Why do you consider it harmful (or harmless)?,"What is the code quality (1 lowest, 10 best)? Code quality refers to the code prior to the pull request.",Why do you consider the code quality as such?,"What is the expected benefit(1 – negative, 5 – neutral, 10 – great)?",Why do you consider the pull request to improve the code (or not improve it)?
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\util.py,W0104, pointless-statement,1.0,1.0,brechtm/rinohtype, ,No,Comment explains that the line checks the weakref, , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\reader.py,R1702, too-many-nested-blocks,1.0,1.0,brechtm/rinohtype, ,Yes, Method read_dictionary_or_stream of class PDFObjectReader had 6 nesting levels. I extracted _handle_filter that takes only the dictionary as a parameter and encapsulates the creation of the stream_filter.,6,"long file, some magic strings",9.0,extraction is clean. Method gets one parameter. Also fixes too-many-branches
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\style.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\style.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\style.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\__main__.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\__main__.py,R1702, too-many-nested-blocks,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\frontend\rst\nodes.py,R0911, too-many-return-statements,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\frontend\sphinx\nodes.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\frontend\sphinx\nodes.py,W0718, broad-exception-caught,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\xobject\purepng.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\xobject\purepng.py,C0325, superfluous-parens,6.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\xobject\purepng.py,R0912, too-many-branches,5.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\xobject\purepng.py,R0915, too-many-statements,2.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\xobject\purepng.py,W0104, pointless-statement,2.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\flowable.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\template.py,W0104, pointless-statement,3.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\paragraph.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\paragraph.py,R0912, too-many-branches,3.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\paragraph.py,R0915, too-many-statements,2.0,0.0, , , , , , ,, 
,,,,,brechtm_rinohtype_interventions_October_04_2024.csv,src\rinoh\backend\pdf\reader.py,R0912, too-many-branches,3.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\join-multiline-rules\join.py,C0301, line-too-long,1.0,1.0,coreruleset/coreruleset,Won’t fix,No,a long readable comment line. Line describes output hence splitting it will be misleading. ,5,code is not in a function,4.0,Breaking the line will not fit the output
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,C0325, superfluous-parens,1.0,1.0,coreruleset/coreruleset,https://github.com/coreruleset/coreruleset/pull/3837,Yes," Code calls  del(self.undef_txvars[-1]) While it works, while it works, del is a python keyword and not a function. Hence it is better to call del self.undef_txvars[-1]  See https://www.w3schools.com/python/ref_keyword_del.asp ",4,"A very long file, uses magic numbers, if a==False, variables called a and d",6.0,Might have pedagogic value
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\change-version\change-version.py,C0301, line-too-long,2.0,1.0,coreruleset/coreruleset,https://github.com/coreruleset/coreruleset/pull/3837,Yes,Added newline to make two lines shorter,5,magic numbers,5.0,"Two readable lines are shorter, formatting emphasized"
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,C0301, line-too-long,34.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,R0912, too-many-branches,5.0,0.0, , , , , ,,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,R0915, too-many-statements,2.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,R1702, too-many-nested-blocks,9.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\crs-rules-check\rules-check.py,W0718, broad-exception-caught,1.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\regexp-tricks\negative-lookahead.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,coreruleset_coreruleset_interventions_September_27_2024.csv,util\rule_ctl\rule_ctl.py,C0301, line-too-long,36.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\models\base.py,W0107,unnecessary-pass,1.0,1.0,gabfl/vault,Won’t fix,No,The pass is in declaration of an empty base class (which is strange). Removing the pass will work but will look like forgeting content., , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\setup.py,C0301, line-too-long,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,Line was one letter too long,6,some multiple returns,5.0,alert not important
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\tools\troubleshoot_db.py,R1719, simplifiable-if-expression,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," if result_proxy.fetchall() == [(123,)] can result in only True or False, the external condition is not needed.
However, if result_proxy.fetchall() might return Noe, the external condition can translate it to False.

The external condition hurt readability since it takes a bit to verify what it does.
bool is a simpler implementation

See
https://stackoverflow.com/questions/76094401/the-if-expression-can-be-replaced-with-test-simplifiable-if-expression",7,OK code,6.0,improved readability
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\menu.py,W0718, broad-exception-caught,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Code deliberately catches Exception, after catching KeyboardInterrupt.
However, looking at the protected code it seems that no other exception can be raised.
Hence, instead of narrowing the exception, I removed it.",7,OK code,6.0,improved readability
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\lib\Config.py,C0301, line-too-long,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,"Made the long, yet readable, comment shorter",7,OK code,5.0,alert not important
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\modules\autocomplete.py,W0718, broad-exception-caught,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Code deliberately catches Exception, after catching KeyboardInterrupt.
However, looking at the protected code it seems that no other exception can be raised.
Hence, instead of narrowing the exception, I removed it.",7,OK code,6.0,improved readability
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\secrets.py,R0912, too-many-branches,1.0,1.0,gabfl/vault,Won’t fix,Yes,Code gets an attribute name and goes on them in a switch-like structure. Handling almost identical yet assigned to the object attribute and exit by value. It's tempting to create a single function yet its implementation will require playing with the class properties. The exit will require more changes. Code is not nice but I don’t have a nicer solution.,4, ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\modules\misc.py,W0718, broad-exception-caught,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes," Exception is too wide. os.path.exists does not throw exceptions. os.makedirs might throw OSError (e.g., in a bad path).  See https://stackoverflow.com/questions/2383816/how-can-i-make-an-error-verifiy-with-os-makedirs-in-python As extra safety, though the code checks just before for the directory, catch it too in case a different process will be able to create it before.",6,minor not optimal implementations,6.0,improved readability
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\import_export.py,C0301, line-too-long,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,No,Made a readable comment line shorter,7,uses strings as return values,5.0,alert not important
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\migration.py,C0301, line-too-long,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,No," Made the line shorter. Since the string is also formatted, parenthesis are added for operations precedence.",5,Multiple exit points,4.0,code is a bit more complex now
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\modules\carry.py,C0301, line-too-long,1.0,1.0, ,Won’t fix,Yes,"In the documentation, the long line is due to a very long url. Splitting it will be worse.", , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\categories.py,C0325, superfluous-parens,1.0,1.0,gabfl/vault,https://github.com/gabfl/vault/pull/82,Yes,Replaced (True) to True,6,using letters instead of constants,6.0,improved readability
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\models\base.py,C0301, line-too-long,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\tools\troubleshoot_db.py,C0301, line-too-long,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\menu.py,C0301, line-too-long,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\menu.py,C0325, superfluous-parens,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\vault.py,C0301, line-too-long,4.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\__init__.py,R0801, duplicate-code,4.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\secrets.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\secrets.py,R0911, too-many-return-statements,3.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\secrets.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\secrets.py,W0718, broad-exception-caught,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\modules\misc.py,C0301, line-too-long,6.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\import_export.py,W0718, broad-exception-caught,2.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\migration.py,W0718, broad-exception-caught,1.0,0.0, , , , , , ,, 
,,,,,gabfl_vault_interventions_September_24_2024.csv,src\views\categories.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,Hipo_university-domains-list_interventions_September_29_2024.csv,filter.py,R1703, simplifiable-if-statement,1.0,1.0,Hipo/university-domains-list,https://github.com/Hipo/university-domains-list/pull/667,Yes,"Instead of just returning a Boolean expression, it was wrapped by an if, returning True if True and False if False  ",5,"Not clean, bad variables names",6.0,"Lower complexity, easier to understand that the if is not indeed needed"
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\users\als_beamline\scripts\__main__.py,W0401, wildcard-import,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes," Wildcard imports make it harder to understand what is imported from where.
Removing it is also a defensive programming act, lowering the probability of collisions due to future new imports or objects.",7,regular script,6.0,import is clearer
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\projects\document.py,R1702, too-many-nested-blocks,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes," The post_save class method had 6 nesting levels while pylint recommends not to have more than 5. I extracted the small and targeted update_columns_by_flat method, with 3 nesting levels.",5,"Almost 400 LOC, many classes, long method, magic strings",7.0,Code improved locally yet more work needed
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-io\mpcontribs\io\archie\mpfile.py,R0912, too-many-branches,2.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes," The methods get_string and from_string of the class MPFile had 14 branches each. Pylint recommends not to have more than 12 to reduce complexity, ease understanding and testing. I extracted from each method a small local method to reduce the number of branches and increase structuring.",6,Too complex method,7.0,"Code is a bit more structured now, the changes are small"
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\portal\views.py,W0718, broad-exception-caught,1.0,1.0,materialsproject/MPContribs, ,Discuss,Line 490 in make_download catches Exception, , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\core.py,R0912, too-many-branches,2.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes, Function get_specs had 19 branches while pylint suggest not to have more than 12. I extracted method for populating the data structures and handling the different method names.,4,"long code, lacks structure",9.0,"Function is structured into small, logical, not related functions. Some functions’ signature is too big"
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\users\redox_thermo_csp\pre_submission.py,R0915, too-many-statements,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes," Method run had 82 statements while pylint suggest not to have more than 50. I extracted some small local methods, adding structure and making the method shorter.  Please note that the end of the method was not reachable (and still so) due to a break, which might be a bug. I added a TODO there to mark that.",4,"long method, lacks structure, plenty of commented out code, and the end is not reachable.",8.0,"Much more structure, more readable. Methods are too coupled due to too many variables in signature."
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-io\mpcontribs\io\core\utils.py,C0301, line-too-long,1.0,1.0,materialsproject/MPContribs, ,No,Line describes code output so better satay as is. It is also readable. Did not change., , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\attachments\document.py,C0301, line-too-long,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes,Made a readable line shorter,7,regular,5.0,Made a readable line shorter
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\contributions\document.py,W0718, broad-exception-caught,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes, Catching Exception instead of specific exceptions might hide unexpected ones. Function format_cell caught Exception. isnan does not raise exceptions https://docs.python.org/3/library/math.html#math.isnan str might lead to UnicodeEncodeError https://stackoverflow.com/questions/33556465/is-there-any-object-can-make-str-function-throw-error-or-exception-in-python ,6,Low cohesion,6.0,"More specific exception, seems that the exception handling is not needed there in the first place"
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-ingester\mpcontribs\ingester\webui.py,W0718, broad-exception-caught,2.0,1.0,materialsproject/MPContribs, ,Discuss, , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-io\mpcontribs\io\core\mpfile.py,R0912, too-many-branches,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes, The method add_structure of class MPFileCore had 17 branches while pylint recommends to have no more than 12.  I extracted a small method _build_structure that builds the structure from the source while using many branches to handle the source possible types.,5,"not too structured, imports in functions",8.0,extracted a small method with a focused responsibility
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-serverless\make_download\app.py,W0718, broad-exception-caught,1.0,1.0,materialsproject/MPContribs, ,Discuss, , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\gunicorn.conf.py,C0301, line-too-long,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes," Was a very long format line with 135 characters which wasn't readable. I reduced it to 107, higher than the recommended 100, while keeping the main part in the same line.",7,a small config file,6.0,now it is readable
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-io\mpcontribs\io\core\components\tdata.py,W0718, broad-exception-caught,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes," Method to_backgrid_dict of class table catches Exception. Catching Exception instead of specific exceptions might hide unexpected ones.  I changed to catching AttributeError, as in the StackOverflow post in the comment above.",7,regular,6.0,exception is more specific
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\users\dilute_solute_diffusion\pre_submission.py,R0915, too-many-statements,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes, Function run had 117 statements while pylint recommends not to have more than 50. The function was actually structured since it had different logics for different crystal structures. I extracted small unrelated functions for these logics.,6,Function was actually structured but written all together making it long,10.0,"Function is structured into small, logical, not related functions."
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\notebooks\views.py,R0915, too-many-statements,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1857/,Yes, The make function had 74 statement while pylint recommends to have at most 50.  I extracted small methods handling parts of the function. ,5,function is long and structuring is moderate,9.0,"Extracted methods are small and dedicated, most with a compact signature"
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\gunicorn.conf.py,C0301, line-too-long,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes," Was a very long format line with 135 characters which wasn't readable. I reduced it to 107, higher than the recommended 100, while keeping the main part in the same line.",7,a small config file,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-client\mpcontribs\client\__init__.py,W0718, broad-exception-caught,1.0,1.0,materialsproject/MPContribs, ,Discuss, , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\users\qmcdb\main\views.py,C0301, line-too-long,1.0,1.0,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs/pull/1855,Yes,Readable line in commented out code,7,regular,5.0,Readable line in commented out code
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\projects\document.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\projects\document.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\config.py,C0301, line-too-long,7.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\core.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\core.py,R0911, too-many-return-statements,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\core.py,R0915, too-many-statements,2.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\core.py,R1719, simplifiable-if-expression,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-ingester\mpcontribs\ingester\webui.py,W0401, wildcard-import,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-serverless\make_download\__init__.py,R0801, duplicate-code,11.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-portal\mpcontribs\users\dilute_solute_diffusion\pre_submission.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\notebooks\views.py,R0912, too-many-branches,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-api\mpcontribs\api\notebooks\views.py,W0718, broad-exception-caught,3.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-client\mpcontribs\client\__init__.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-client\mpcontribs\client\__init__.py,R0912, too-many-branches,7.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-client\mpcontribs\client\__init__.py,R0915, too-many-statements,3.0,0.0, , , , , , ,, 
,,,,,materialsproject_MPContribs_interventions_October_06_2024.csv,mpcontribs-client\mpcontribs\client\__init__.py,R1702, too-many-nested-blocks,7.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,C0325, superfluous-parens,2.0,1.0,niklasf/python-chess,c0d3c9171d22d0168a6cf7a584cdcf50909832e6,Partial,There are two such alerts in this file. One has two terms and the parentheses do not contribute to readability. The other term is longer and the parenthesis help to  readability   and therefore are kept.,2,"4000+ lines, states as string, bitwise operation not hidden in methods, all that in an __init__ file",5.0,a bit of readability improvement
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,C0302, too-many-lines,1.0,1.0,,owner objected,Yes,File has 1972 lines. The benefit of short files is well estabilshed. The file is already contains few classes and placing each class in a file on its own should be a rather easy refactoring., ,,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,W0718, broad-exception-caught,1.0,1.0,, ,No,"The code gets a function as a parameter, calls it using asyncio, and sets its expectations. Since function is a parameter, one cannot know, without other constraints, which exception might be thrown.", , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,C0302, too-many-lines,1.0,1.0,,owner objected, ,File has 2091 lines. The benefit of short files is well estabilshed. The file is already contains few classes and placing each class in a file on its own should be a rather easy refactoring., , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\variant.py,R0912, too-many-branches,1.0,1.0,,owner objected,Yes,"Handles many chess logical cases, checking if they apply and deciding on results", , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\svg.py,R0912, too-many-branches,1.0,1.0,,owner objected, , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,release.py,C0301, line-too-long,1.0,1.0,niklasf/python-chess,owner objected,Yes,"Added a line break between the files, making it slightly more readable. ", , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\pgn.py,R0912, too-many-branches,1.0,1.0,,owner objected, , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,C0301, line-too-long,70.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,R0911, too-many-return-statements,4.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,R0912, too-many-branches,9.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\__init__.py,R0915, too-many-statements,3.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,C0301, line-too-long,26.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,C0325, superfluous-parens,2.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,R0911, too-many-return-statements,2.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,R0912, too-many-branches,10.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,R0915, too-many-statements,4.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\syzygy.py,W0107,unnecessary-pass,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,examples\xray_attacks.py,C0301, line-too-long,4.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,C0301, line-too-long,107.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,C0325, superfluous-parens,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,R0912, too-many-branches,6.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\engine.py,R0915, too-many-statements,5.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,python-chess-stub\setup.py,C0301, line-too-long,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,C0301, line-too-long,18.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,C0325, superfluous-parens,7.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,R0911, too-many-return-statements,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,R0912, too-many-branches,2.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\gaviota.py,R0915, too-many-statements,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,examples\bratko_kopec\bratko_kopec.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,examples\perft\perft.py,C0301, line-too-long,3.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\variant.py,C0301, line-too-long,36.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\variant.py,C0302, too-many-lines,1.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\variant.py,C0325, superfluous-parens,10.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\variant.py,R0911, too-many-return-statements,2.0,0.0, , , , , , ,, 
,,,,,niklasf_python-chess_interventions_October_01_2024.csv,chess\polyglot.py,C0301, line-too-long,16.0,0.0, , , , , , ,, 
