path,msg_id,msg,alerts,chosen,In which repository the modification was done?,In which pull request the modification was done?,Do you consider the removed alert harmful?,Why do you consider it harmful (or harmless)?,"What is the code quality (1 lowest, 10 best)? Code quality refers to the code prior to the pull request.",Why do you consider the code quality as such?,"What is the expected benefit(1 – negative, 5 – neutral, 10 – great)?",Why do you consider the pull request to improve the code (or not improve it)?,LOC_before,LLOC_before,SLOC_before,Comments_before,Single comments_before,Multi_before,Blank_before,h1_before,h2_before,N1_before,N2_before,vocabulary_before,length_before,calculated_length_before,volume_before,difficulty_before,effort_before,time_before,bugs_before,McCabe_max_before,McCabe_sum_before,LOC_after,LLOC_after,SLOC_after,Comments_after,Single comments_after,Multi_after,Blank_after,h1_after,h2_after,N1_after,N2_after,vocabulary_after,length_after,calculated_length_after,volume_after,difficulty_after,effort_after,time_after,bugs_after,McCabe_max_after,McCabe_sum_after,SLOC_diff,difficulty_diff,LLOC_diff,N1_diff,h2_diff,volume_diff,bugs_diff,calculated_length_diff,Single comments_diff,vocabulary_diff,h1_diff,Multi_diff,time_diff,Blank_diff,effort_diff,length_diff,McCabe_max_diff,LOC_diff,Comments_diff,N2_diff,McCabe_sum_diff,file,repo_name,modified_McCabe_max_diff
src\pygubu\theming\bootstrap\builder.py,R1719,simplifiable-if-expression,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes,"Using bool, the dedicated function to convert None to False, others into Boolean in the regular mapping",3,2700+ LOC,6,statement is a bit simpler,2783,984,2402,71.0,89.0,59,233,13,137,112,186,150.0,298,1020.5361117014264,2154.1879697677723,8.824817518248175,19010.315733206106,1056.1286518447837,0.7180626565892574,7.0,182.0,2783,984,2402,71.0,89.0,59,233,13,137,112,186,150.0,298,1020.5361117014264,2154.1879697677723,8.824817518248175,19010.315733206106,1056.1286518447837,0.7180626565892574,7.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,
src\pygubu\component\builderobject.py,R1719,simplifiable-if-expression,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes,"Using bool, the dedicated function to convert None to False, others into Boolean in the regular mapping",4,"1,000+ LOC",6,statement is a bit simpler,1056,745,847,65.0,74.0,5,130,11,201,128,255,212.0,383,1575.915137731975,2959.7935340977056,6.977611940298507,20652.290704338466,1147.3494835743593,0.9865978446992352,17.0,273.0,1056,745,847,65.0,74.0,5,130,11,201,128,255,212.0,383,1575.915137731975,2959.7935340977056,6.977611940298507,20652.290704338466,1147.3494835743593,0.9865978446992352,17.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-1
src\pygubu\plugins\ttkwidgets\__init__.py,R1719,simplifiable-if-expression,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes," ""spec is not None"" is already Boolean. Removing the surrounding if statement simplifies the statement.",7,multiple returns,6,statement is a bit simpler,62,20,55,0.0,0.0,0,7,2,4,2,4,6.0,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,3.0,11.0,62,20,55,0.0,0.0,0,7,2,4,2,4,6.0,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.0051699250014423,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-1
src\pygubu\plugins\tk\tkstdwidgets.py,R1719,simplifiable-if-expression,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes,"""master.type(0) == ""tearoff"""" is already Boolean. Removing the surrounding if statement simplifies the statement. ",4,"1,000+ LOC",6,statement is a bit simpler,1523,518,1300,44.0,41.0,0,182,11,82,76,152,93.0,228,559.3730121836933,1490.9282089326314,10.195121951219512,15200.194910581462,844.4552728100812,0.4969760696442105,12.0,142.0,1523,518,1300,44.0,41.0,0,182,11,82,76,152,93.0,228,559.3730121836933,1490.9282089326314,10.195121951219512,15200.194910581462,844.4552728100812,0.4969760696442105,12.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-1
src\pygubu\widgets\dockfw\framework.py,R0912,too-many-branches,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes," The class method drag_motion of class DockingFramework had 17 branches, while Pylint recommends not to have more than 12.  The method was structured so I extracted two methods for handling indicator and cursor moving.",7,regular,7,some code is encapsulated,251,174,213,9.0,9.0,0,29,7,65,47,94,72.0,141,411.1053923012527,869.959425203366,5.061538461538461,4403.333090644729,244.62961614692935,0.2899864750677887,26.0,80.0,260,181,220,9.0,9.0,0,31,7,68,47,94,75.0,141,433.59895765942633,878.2634353599192,4.838235294117647,4249.245150491373,236.0691750272985,0.2927544784533064,19.0,80.0,7.0,-0.22330316742081457,7.0,0.0,3.0,8.304010156553204,0.002768003385517692,22.493565358173612,0.0,3.0,0.0,0.0,-8.560441119630838,2.0,-154.0879401533557,0.0,-7.0,9.0,0.0,0.0,0.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-7
src\pygubu\builder.py,R0912,too-many-branches,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes," The class method _import_class of class Builder had 13 branches, while Pylint recommends not to have more than 12. The method was structured so I extracted a method for handling load problems.",4,"~400 LOC, unstructured code",7,some code is encapsulated,393,274,280,19.0,26.0,28,59,10,58,39,66,68.0,105,372.9821786662728,639.1835983312857,5.689655172413793,3636.73426636766,202.04079257598107,0.2130611994437619,15.0,90.0,396,276,282,19.0,26.0,28,60,10,58,39,66,68.0,105,372.9821786662728,639.1835983312857,5.689655172413793,3636.73426636766,202.04079257598107,0.2130611994437619,13.0,91.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,3.0,0.0,0.0,1.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-2
src\pygubu\widgets\calendarframe.py,R0912,too-many-branches,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes," The method configure of class CalanderFrame had 14 branches while Pylint recommends not to have more than 12.  The methods were structured so I extracted methods for handling state, locale, and firstweekday..",4,"500+ LOC, magic numbers",9,"small unrelated methods, few parameters",564,349,454,28.0,29.0,16,65,14,107,79,154,121.0,233,774.6399364537291,1612.0951342849808,10.074766355140186,16241.481820179524,902.3045455655292,0.5373650447616602,17.0,86.0,577,358,463,28.0,29.0,16,69,14,113,79,154,127.0,233,823.9831916617227,1628.3635320179148,9.539823008849558,15534.299889516038,863.0166605286688,0.5427878440059716,11.0,89.0,9.0,-0.5349433462906283,9.0,0.0,6.0,16.26839773293409,0.005422799244311327,49.34325520799359,0.0,6.0,0.0,0.0,-39.287885036860416,4.0,-707.1819306634861,0.0,-6.0,13.0,0.0,0.0,3.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-6
src\pygubu\component\uidefinition.py,R1702,too-many-nested-blocks,1,1,alejandroautalan/pygubu,https://github.com/alejandroautalan/pygubu/pull/299,Yes, Method __load_layout_v1_0 of class UIDefinition had 7 nested blocks while Pylint recommends not to have more than 5.I extracted the method _handle_child_layouts fixing this alert and too-many-branches too.,4,500+ LOC,8,"small unrelated method, few parameters, some are modified",582,437,461,49.0,50.0,0,71,13,105,71,133,118.0,204,753.1014956907771,1404.0591820698155,8.233333333333333,11560.087265708147,642.2270703171193,0.4680197273566052,13.0,135.0,586,440,464,49.0,50.0,0,72,13,107,71,133,120.0,204,769.4426838807569,1409.0056815041378,8.07943925233645,11383.9758099096,632.4431005505334,0.4696685605013793,13.0,136.0,3.0,-0.15389408099688318,3.0,0.0,2.0,4.946499434322277,0.0016488331447740978,16.34118818997979,0.0,2.0,0.0,0.0,-9.783969766585983,1.0,-176.11145579854747,0.0,0.0,4.0,0.0,0.0,1.0,alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,-6
bioconda_utils\cli.py,R1703,simplifiable-if-statement,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes," The function build checks the value of ""pkg_dir is None"" in a if statement and assigns it to the variable use_host_conda_bld (line 469).I assigned the expression directly to the variable, removing the unneeded if and simplifying the code.",3,"1,100 LOC",7,"Simpler code, avoids confusion or amusement ",1129,596,897,41.0,43.0,70,119,15,158,114,199,173.0,313,1212.60071714611,2327.038635250295,9.44620253164557,21981.678247538388,1221.204347085466,0.7756795450834317,35.0,156.0,1126,593,894,41.0,43.0,70,119,15,158,114,199,173.0,313,1212.60071714611,2327.038635250295,9.44620253164557,21981.678247538388,1221.204347085466,0.7756795450834317,35.0,155.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,-1
bioconda_utils\artifacts.py,C0325,superfluous-parens,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes,Removed unnecessary parenthesis,7,regular,5,Removed unnecessary parenthesis,244,175,184,18.0,18.0,9,33,7,36,25,45,43.0,70,205.76878450632643,379.83853282914686,4.375,1661.7935811275174,92.32186561819542,0.1266128442763822,19.0,50.0,244,175,184,18.0,18.0,9,33,7,36,25,45,43.0,70,205.76878450632643,379.83853282914686,4.375,1661.7935811275174,92.32186561819542,0.1266128442763822,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,
bioconda_utils\bioconductor_skeleton.py,C0325,superfluous-parens,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes,Removed unnecessary parenthesis,3,"1,300 LOC",5,Removed unnecessary parenthesis,1317,559,776,80.0,67.0,275,199,13,167,106,195,180.0,301,1281.184333179001,2255.047781995232,7.589820359281437,17115.40756693986,950.8559759411032,0.7516825939984106,32.0,185.0,1317,559,776,80.0,67.0,275,199,13,167,106,195,180.0,301,1281.184333179001,2255.047781995232,7.589820359281437,17115.40756693986,950.8559759411032,0.7516825939984106,32.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,
bioconda_utils\update_pinnings.py,R0912,too-many-branches,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes," The function ""check"" had 14 branches , while Pylint recommends having no more than 12. I extracted a method to handle the metas.",7,regular,7,code is somewhat more structured,363,145,195,72.0,73.0,46,49,10,38,25,46,48.0,71,232.64052645972987,396.53233755120215,6.052631578947368,2400.0641483362238,133.33689712979017,0.1321774458504007,16.0,40.0,367,148,198,72.0,73.0,46,50,10,40,25,46,50.0,71,246.09640474436813,400.7137894740054,5.75,2304.104289475531,128.00579385975172,0.1335712631580018,10.0,41.0,3.0,-0.30263157894736814,3.0,0.0,2.0,4.181451922803262,0.001393817307601103,13.45587828463826,0.0,2.0,0.0,0.0,-5.331103270038454,1.0,-95.95985886069275,0.0,-6.0,4.0,0.0,0.0,1.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,-6
bioconda_utils\utils.py,R0912,too-many-branches,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes," The function  run had 13 branches and, while Pylint recommends having no more than 12.  I extracted _handle_process to reduce the complexity. ",3,1600 LOC,7,code is somewhat more structured,1656,841,950,84.0,78.0,332,296,19,217,138,256,236.0,394,1764.9672401958803,3105.761361448566,11.2073732718894,34807.426871165495,1933.745937286972,1.035253787149522,17.0,299.0,1660,844,953,84.0,78.0,332,297,19,218,138,256,237.0,394,1774.174805556798,3108.164840065914,11.155963302752294,34674.5728946803,1926.365160815572,1.0360549466886382,13.0,300.0,3.0,-0.05140996913710616,3.0,0.0,1.0,2.4034786173483553,0.0008011595391161919,9.20756536091767,0.0,1.0,0.0,0.0,-7.380776471400168,1.0,-132.85397648519574,0.0,-4.0,4.0,0.0,0.0,1.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,-4
bioconda_utils\autobump.py,R0912,too-many-branches,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes," The method apply of the class CreatePullRequest  had 14 branches and, while Pylint recommends having no more than 12.  I extracted _handle_open_PRs to reduce the complexity.",3,"1,200 LOC",8,extracted a significant logic. Extraction hints of assignment to unused variables.,1227,745,743,60.0,92.0,175,217,12,147,105,179,159.0,284,1101.3713846995995,2076.858759300757,7.306122448979591,15173.78440468716,842.9880224826201,0.6922862531002523,22.0,318.0,1231,748,746,60.0,92.0,175,218,12,149,105,179,161.0,284,1118.675659557516,2081.9803933845515,7.208053691275167,15007.02645969804,833.7236922054467,0.6939934644615171,22.0,318.0,3.0,-0.09806875770442325,3.0,0.0,2.0,5.121634083794561,0.0017072113612648376,17.304274857916425,0.0,2.0,0.0,0.0,-9.264330277173372,1.0,-166.75794498912,0.0,0.0,4.0,0.0,0.0,0.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,-8
bioconda_utils\githandler.py,W0107,unnecessary-pass,1,1,bioconda/bioconda-utils,https://github.com/bioconda/bioconda-utils/pull/1022,Yes,Removed unnecessary pass,4,600 LOC,6,Removed unnecessary pass,667,407,402,30.0,45.0,115,105,15,89,60,103,104.0,163,634.9436342901372,1092.171674056998,8.679775280898877,9479.804698977876,526.655816609882,0.364057224685666,13.0,138.0,666,406,401,30.0,45.0,115,105,15,89,60,103,104.0,163,634.9436342901372,1092.171674056998,8.679775280898877,9479.804698977876,526.655816609882,0.364057224685666,13.0,138.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,bioconda_bioconda-utils_interventions_September_27_2024.csv,bioconda/bioconda-utils,
redir_gen\redirgen.py,C0301,line-too-long,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes,Made a readable line shorter,7,regular script,5,Made a readable line shorter,54,32,34,3.0,3.0,6,11,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,56,32,36,3.0,3.0,6,11,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
ip_generator.py,C0301,line-too-long,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes,Made a readable line shorter,6,magic numbers,5,Made a readable line shorter,47,23,30,3.0,3.0,0,14,3,9,6,12,12.0,18,33.28421251514428,64.52932501298082,2.0,129.05865002596164,7.169925001442313,0.0215097750043269,6.0,7.0,48,23,31,3.0,3.0,0,14,3,9,6,12,12.0,18,33.28421251514428,64.52932501298082,2.0,129.05865002596164,7.169925001442313,0.0215097750043269,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
hasher.py,C0325,superfluous-parens,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes,Removed unneeded parenthesis in if,7,regular script,6,a bit less complex,68,37,46,2.0,2.0,9,11,2,6,3,6,8.0,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,4.0,7.0,68,37,46,2.0,2.0,9,11,2,6,3,6,8.0,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
virustotal.py,C0325,superfluous-parens,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes,Removed unneeded parenthesis in if,6,"hard coded urls, magic numbers",6,a bit less complex,71,46,49,1.0,1.0,0,21,2,9,5,10,11.0,15,30.529325012980813,51.89147427955947,1.1111111111111112,57.65719364395497,3.203177424664165,0.0172971580931864,5.0,8.0,71,46,49,1.0,1.0,0,21,2,9,5,10,11.0,15,30.529325012980813,51.89147427955947,1.1111111111111112,57.65719364395497,3.203177424664165,0.0172971580931864,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
hexview\hexview.py,R0916,too-many-boolean-expressions,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes," If had 6 terms, it is recommended not to have more than 5. I extracted the logic of checking two variable, making the logic more structured.",5,"400+ LOC, magic numbers, unclear variables names",6,logic is a bit more structured,442,160,367,9.0,8.0,25,42,12,117,82,164,129.0,246,846.8522221999121,1724.7619048341203,8.41025641025641,14505.68986629722,805.8716592387344,0.5749206349447068,9.0,30.0,444,162,369,9.0,8.0,25,42,12,119,84,166,131.0,250,863.5028638422991,1758.3557503843626,8.369747899159664,14716.994347754837,817.6107970974908,0.5861185834614542,9.0,30.0,2.0,-0.04050851109674625,2.0,2.0,2.0,33.59384555024235,0.01119794851674738,16.650641642386972,0.0,2.0,0.0,0.0,11.739137858756408,0.0,211.30448145761693,4.0,0.0,2.0,0.0,2.0,0.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
diggit\diggit.py,W0107,unnecessary-pass,1,1,bl4de/security-tools,https://github.com/bl4de/security-tools/pull/34,Yes," print_banner comment says that it should print the credits but it implementation is just pass. I removed the function and the single call to it, giving the same credit in less code.",7,regular script,6,removed a function implemented as pass,137,74,94,8.0,14.0,0,29,8,87,49,98,95.0,147,584.5360841388394,965.7687744246492,4.505747126436781,4351.509880166236,241.75054889812424,0.3219229248082164,9.0,16.0,130,70,91,8.0,13.0,0,26,8,87,49,98,95.0,147,584.5360841388394,965.7687744246492,4.505747126436781,4351.509880166236,241.75054889812424,0.3219229248082164,9.0,15.0,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-7.0,0.0,0.0,-1.0,bl4de_security-tools_interventions_October_04_2024.csv,bl4de/security-tools,
src\rinoh\table.py,C0325,superfluous-parens,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes,remove unneeded parenthesis ,6,"long file, many classes",6,removed unneeded parenthesis,656,455,492,33.0,27.0,20,117,16,180,121,240,196.0,361,1412.5335573393415,2748.91025372559,10.666666666666666,29321.70937307296,1628.9838540596088,0.91630341790853,36.0,265.0,656,455,492,33.0,27.0,20,117,16,180,121,240,196.0,361,1412.5335573393415,2748.91025372559,10.666666666666666,29321.70937307296,1628.9838540596088,0.91630341790853,36.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,
src\rinoh\font\type1.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes, The constructor of AdobeFontMetricsParser had 14 branches. I extracted _process_line with the content of the loop going over lines.,7,rather regular,6,extracted method coupled with its caller,347,257,290,13.0,12.0,0,45,8,62,47,83,70.0,130,393.1601712439863,796.8067922028457,5.354838709677419,4266.77185502169,237.04288083453832,0.2656022640676152,17.0,119.0,350,259,292,13.0,12.0,0,46,8,64,47,83,72.0,130,408.0,802.0902501875006,5.1875,4160.843172847659,231.15795404709215,0.2673634167291668,13.0,115.0,2.0,-0.16733870967741904,2.0,0.0,2.0,5.283457984654888,0.0017611526615515793,14.839828756013674,0.0,2.0,0.0,0.0,-5.884926787446176,1.0,-105.92868217403066,0.0,-4.0,3.0,0.0,0.0,-4.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-6
src\rinoh\font\opentype\required.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes," The constructors, that handles many format values, had too many branches. I extracting handling format 4 into a dedicated method.",6,magic numbers,8,"clearer code, yet related to original method",443,203,368,24.0,22.0,0,53,11,68,43,86,79.0,129,452.0012210100334,813.1877165148463,6.955882352941177,5656.438086934152,314.2465603852307,0.2710625721716154,20.0,95.0,447,206,371,24.0,22.0,0,54,11,71,43,86,82.0,129,474.6857932898427,820.124208595733,6.661971830985915,5463.644375574389,303.5357986430216,0.2733747361985776,13.0,87.0,3.0,-0.29391052195526157,3.0,0.0,3.0,6.936492080886637,0.0023121640269622157,22.684572279809288,0.0,3.0,0.0,0.0,-10.710761742209058,1.0,-192.7937113597627,0.0,-7.0,4.0,0.0,0.0,-8.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-7
src\rinoh\reference.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes," Method children had many branches computing the text variable. I extracted those base on the type value into _handle_type and replaces these branches with a single one, checking if the type is relevant.",6,unclear type magic numbers,6,there is still coupling due to dependency in type values,469,316,343,16.0,16.0,0,110,8,57,38,75,65.0,113,356.4747308073903,680.5275628722153,5.2631578947368425,3581.724015116923,198.98466750649573,0.2268425209574051,12.0,146.0,476,320,348,16.0,16.0,0,112,8,59,39,77,67.0,116,371.07593991234864,703.6663460931015,5.220338983050848,3673.376857570768,204.07649208726488,0.2345554486977005,11.0,147.0,5.0,-0.04281891168599472,4.0,1.0,2.0,23.13878322088624,0.007712927740295417,14.601209104958343,0.0,2.0,0.0,0.0,5.091824580769156,2.0,91.6528424538451,3.0,-1.0,7.0,0.0,2.0,1.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-4
src\rinoh\attribute.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes, Method __new__ of the class WithAttributes had too many branches. I extracted a static method _handle_bases handing base classes logic.,6,"rather long file, with a few classes",7,"clearer code, too many parameter in extracted method, some are modified",614,457,471,9.0,18.0,4,121,13,102,60,112,115.0,172,728.6931012169267,1177.4242887624323,7.137254901960785,8403.577276657363,466.8654042587424,0.3924747629208108,16.0,223.0,618,460,474,9.0,18.0,4,122,13,102,60,112,115.0,172,728.6931012169267,1177.4242887624323,7.137254901960785,8403.577276657363,466.8654042587424,0.3924747629208108,11.0,223.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,4.0,0.0,0.0,0.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-5
src\rinoh\backend\pdf\filter.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes, Function run_length_encoder had 14 branches (limit is 12). Extracted the _handle_byte function,6,"long file, magic numbers, unrelated code",6,extracted method coupled with its caller,473,353,353,19.0,11.0,0,109,17,105,80,151,122.0,231,774.4826476561987,1601.0003249770268,12.223809523809525,19570.32302007632,1087.2401677820178,0.5336667749923423,14.0,191.0,477,356,356,19.0,11.0,0,110,17,110,80,151,127.0,231,815.4364367889683,1614.3861626443704,11.668181818181818,18836.95127049136,1046.4972928050754,0.5381287208814568,11.0,184.0,3.0,-0.5556277056277068,3.0,0.0,5.0,13.385837667343594,0.004461945889114527,40.95378913276966,0.0,5.0,0.0,0.0,-40.7428749769424,1.0,-733.3717495849596,0.0,-3.0,4.0,0.0,0.0,-7.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-7
src\rinoh\flowable.py,R0912,too-many-branches,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes, Method render of class LabeledFlowable had 14 branches. Extracted the method _compute_spillover to structure and reduce branches,6,"1000+ LOC, few classes",5,extracted method coupled with its caller,902,577,641,11.0,12.0,72,177,16,159,110,205,175.0,315,1226.7483898902126,2347.131500227184,10.314465408805033,24209.406669009943,1344.9670371672191,0.7823771667423947,21.0,239.0,909,580,647,11.0,12.0,72,178,16,161,110,205,177.0,315,1244.2776173764537,2352.2957482761444,10.186335403726709,23961.2734607011,1331.181858927839,0.7840985827587148,21.0,240.0,6.0,-0.12813000507832406,3.0,0.0,2.0,5.164248048960417,0.001721416016320143,17.529227486241098,0.0,2.0,0.0,0.0,-13.78517823938023,1.0,-248.13320830884186,0.0,0.0,7.0,0.0,0.0,1.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-4
src\rinoh\style.py,R1702,too-many-nested-blocks,1,1,brechtm/rinohtype,https://github.com/brechtm/rinohtype/pull/439,Yes," The method write_log had 6 nesting levels, while the recommendation is at most 5. I extracted two nested methods,  _log_entries and in it _handle_source. The methods extraction also fixed too-many-branches and too-many-statements in that method.",5,"1,000+ LOC",9,"Less complex code – nesting, branches, and statements",1138,782,813,14.0,13.0,78,234,15,209,128,241,224.0,369,1669.4414175390325,2880.913966239256,8.648325358851675,24915.08131089692,1384.1711839387176,0.9603046554130852,26.0,365.0,1148,787,818,14.0,13.0,78,239,15,209,128,241,224.0,369,1669.4414175390325,2880.913966239256,8.648325358851675,24915.08131089692,1384.1711839387176,0.9603046554130852,16.0,365.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-10.0,10.0,0.0,0.0,0.0,brechtm_rinohtype_interventions_October_04_2024.csv,brechtm/rinohtype,-20
